Ls TT TE TB EE EB EB_gmv TEB_gmv
204 4.017536e-16 6.830031e-16 6.641218e-16 2.805511e-16 1.371643e-17 1.307708e-17 1.258106e-17
205 3.942498e-16 6.734613e-16 6.515090e-16 2.759236e-16 1.345951e-17 1.283350e-17 1.234738e-17
206 3.869234e-16 6.641247e-16 6.391976e-16 2.713990e-16 1.320870e-17 1.259568e-17 1.211921e-17
207 3.797689e-16 6.549880e-16 6.271789e-16 2.669746e-16 1.296381e-17 1.236346e-17 1.189641e-17
208 3.727818e-16 6.460452e-16 6.154445e-16 2.626473e-16 1.272468e-17 1.213668e-17 1.167882e-17
209 3.659570e-16 6.372915e-16 6.039866e-16 2.584148e-16 1.249114e-17 1.191519e-17 1.146629e-17
210 3.592904e-16 6.287218e-16 5.927970e-16 2.542743e-16 1.226304e-17 1.169884e-17 1.125869e-17
211 3.527771e-16 6.203307e-16 5.818685e-16 2.502233e-16 1.204023e-17 1.148748e-17 1.105587e-17
212 3.464135e-16 6.121139e-16 5.711934e-16 2.462595e-16 1.182256e-17 1.128098e-17 1.085771e-17
213 3.401947e-16 6.040667e-16 5.607650e-16 2.423804e-16 1.160989e-17 1.107920e-17 1.066406e-17
214 3.341170e-16 5.961845e-16 5.505765e-16 2.385838e-16 1.140207e-17 1.088201e-17 1.047482e-17
215 3.281768e-16 5.884629e-16 5.406209e-16 2.348675e-16 1.119898e-17 1.068929e-17 1.028985e-17
216 3.223701e-16 5.808978e-16 5.308922e-16 2.312294e-16 1.100048e-17 1.050091e-17 1.010904e-17
217 3.166934e-16 5.734849e-16 5.213840e-16 2.276671e-16 1.080645e-17 1.031676e-17 9.932284e-18
218 3.111430e-16 5.662205e-16 5.120903e-16 2.241792e-16 1.061677e-17 1.013671e-17 9.759462e-18
219 3.057157e-16 5.591007e-16 5.030054e-16 2.207633e-16 1.043132e-17 9.960671e-18 9.590476e-18
220 3.004079e-16 5.521218e-16 4.941237e-16 2.174177e-16 1.024999e-17 9.788522e-18 9.425219e-18
221 2.952169e-16 5.452801e-16 4.854395e-16 2.141407e-16 1.007267e-17 9.620163e-18 9.263591e-18
222 2.901392e-16 5.385720e-16 4.769477e-16 2.109301e-16 9.899251e-18 9.455492e-18 9.105498e-18
223 2.851720e-16 5.319944e-16 4.686431e-16 2.077847e-16 9.729628e-18 9.294413e-18 8.950846e-18
224 2.803124e-16 5.255437e-16 4.605210e-16 2.047024e-16 9.563703e-18 9.136831e-18 8.799545e-18
225 2.755574e-16 5.192169e-16 4.525763e-16 2.016820e-16 9.401378e-18 8.982653e-18 8.651506e-18
226 2.709046e-16 5.130108e-16 4.448043e-16 1.987217e-16 9.242558e-18 8.831791e-18 8.506645e-18
227 2.663510e-16 5.069223e-16 4.372009e-16 1.958199e-16 9.087156e-18 8.684161e-18 8.364879e-18
228 2.618943e-16 5.009486e-16 4.297613e-16 1.929752e-16 8.935078e-18 8.539676e-18 8.226130e-18
229 2.575318e-16 4.950869e-16 4.224815e-16 1.901864e-16 8.786241e-18 8.398258e-18 8.090317e-18
230 2.532612e-16 4.893343e-16 4.153571e-16 1.874519e-16 8.640562e-18 8.259826e-18 7.957367e-18
231 2.490803e-16 4.836882e-16 4.083845e-16 1.847703e-16 8.497960e-18 8.124306e-18 7.827207e-18
232 2.449867e-16 4.781459e-16 4.015595e-16 1.821405e-16 8.358356e-18 7.991623e-18 7.699765e-18
233 2.409781e-16 4.727051e-16 3.948786e-16 1.795610e-16 8.221674e-18 7.861705e-18 7.574974e-18
234 2.370523e-16 4.673630e-16 3.883379e-16 1.770308e-16 8.087841e-18 7.734484e-18 7.452766e-18
235 2.332075e-16 4.621174e-16 3.819341e-16 1.745485e-16 7.956786e-18 7.609889e-18 7.333077e-18
236 2.294416e-16 4.569660e-16 3.756635e-16 1.721131e-16 7.828437e-18 7.487858e-18 7.215845e-18
237 2.257526e-16 4.519064e-16 3.695229e-16 1.697234e-16 7.702730e-18 7.368326e-18 7.101007e-18
238 2.221385e-16 4.469366e-16 3.635092e-16 1.673783e-16 7.579597e-18 7.251230e-18 6.988505e-18
239 2.185976e-16 4.420544e-16 3.576191e-16 1.650767e-16 7.458974e-18 7.136512e-18 6.878281e-18
240 2.151280e-16 4.372575e-16 3.518496e-16 1.628177e-16 7.340801e-18 7.024111e-18 6.770280e-18
